"Church Name","District Name",Mainkey,Churchcode,"Church Mail To",ReportStatus,Validate
"Geneva Alliance Church","Northeastern District C&MA",304382,2436280,thacc75@outlook.com,Completed,Y
"Girard Alliance Church","Western PA District C&MA",311107,5742320,gacsecretary@roadrunner.com,Completed,Y
"Glendale Alliance Church","South Pacific Alliance",307951,3904300,jsands0215@gmail.com,Completed,Y
"Glendale Christian Church of the C&MA","South Pacific Alliance",314184,3906196,hklmiraflor@gmail.com,Completed,Y
"Glendive Alliance Church","Rocky Mountain District C&MA",307001,3330290,office@glendivealliance.com,Completed,Y
"Glendora Alliance Church","South Pacific Alliance",308142,3906200,gac@cmaglendora.com,Completed,Y
"Glenview C&MA Church","Eastern PA District C&MA",301563,0942515,office@glenviewcma.org,Completed,Y
"Global Mission Church","Korean District C&MA",713034,7806010,kabsunk@yahoo.com,Completed,Y
"God's Hand Church","Korean District C&MA",321419,7806022,mokja@msn.com,Completed,N
"God's Will Alliance Church","Korean District C&MA",312555,7806130,heechullee@hotmail.com,Completed,Y
"Golgotha Haitian Alliance Church","Mid-Atlantic District C&MA",302813,1510260,storeservice93@gmail.com,Completed,Y
"Good Korean Church C&MA","The Alliance Southeast",308819,4212510,chamjoen@gmail.com,Completed,Y
"Good Samaritan Haitian Alliance","The Alliance South",314221,3613082,bravelaverdure@yahoo.com,Completed,Y
"Good Samaritan Haitian Alliance Church","The Alliance South",314446,3613362,jymedena@comcast.net,Completed,N
"Good Seed Church","Korean District C&MA",339083,7842300,revkmk@gmail.com,Completed,N
"Gospel Hmong Alliance Church","Hmong District C&MA",312400,7341200,gospelhmong.alliance@gmail.com,Completed,Y
"Gospel Mission Church of New York","Korean District C&MA",312676,7836225,sunnysu186@yahoo.com,Completed,Y
"Gospel of Faith","Ohio Valley District C&MA",314851,2821075,kimstaley270@yahoo.com,Completed,N
"Gospel of Mercy Church","North Central District C&MA",322939,2746379,samget@hotmail.com,Completed,Y
"Grace Alliance Chapel of the C&MA","Metropolitan District C&MA",314180,1234055,info@gracealliancechapel.org,Completed,Y
"Grace Alliance Church","The Alliance South",307840,3645266,info@gracealliancecharleston.org,Completed,N
"Grace Alliance Church","Hmong District C&MA",314741,7305205,richyxiongg@live.com,Completed,Y
"Grace Alliance Church","Vietnamese District C&MA",313294,8906805,hungpham@gmail.com,Completed,N
"Grace Alliance Church","The Alliance South",307685,3637567,office@gracealliancelex.org,Completed,N
"Grace Alliance Church of Piscataway","Metropolitan District C&MA",302332,1234644,office@gracealliance.org,Completed,Y
"Grace Alliance Church of the C&MA","Hmong District C&MA",312162,7302100,alaskagracealliance@gmail.com,Completed,Y
"Grace Alliance Fellowship","The Alliance South",307737,3637698,gracealliancefel@bellsouth.net,Completed,N
"Grace Alliance Fellowship","South Pacific Alliance",308317,3906637,gacsandiegoca@gmail.com,Completed,Y
"Grace Arabic Church of the C&MA","Central District C&MA",778099,0339033,,Completed,Y
"Grace Chinese Alliance Church","Metropolitan District C&MA",302530,1236265,Info@GCACnyc.org,Completed,Y
"Grace Chinese Alliance Church","South Pacific Alliance",308360,3906768,poimenchan@hotmail.com,Completed,Y
"Grace Chinese Alliance Church","Central Pacific District C&MA",300705,0606103,,Completed,Y
"Grace Christian Alliance Church C&MA","Metropolitan District C&MA",767413,1236031,stone99999@gmail.com,Completed,Y
"Grace Church","Mid-Atlantic District C&MA",302815,1510300,staff@gracechurchmilton.org,Completed,Y
"Grace Church","Central District C&MA",300264,0339221,gracechurch@gracecma.org,Completed,Y
"Grace Church - Old Brooklyn","Central District C&MA",314661,0339234,Grace.Church@graceoldbrooklyn.org,Completed,Y
"Grace Church of Forest Lake","North Central District C&MA",304925,2727165,galliance432@gmail.com,Completed,Y
"Grace Community Church","Metropolitan District C&MA",302245,1234287,gccgary@juno.com,Completed,Y
"Grace Community Church","The Alliance South",328987,3637380,yno.buonkrong@yahoo.com,Completed,N
"Grace Community Church","Mid-Atlantic District C&MA",302925,1524605,gccpastorcma@gmail.com,Completed,Y
"Grace Community Church","Hmong District C&MA",725743,7337011,Nhialengcha@yahoo.com,Completed,Y
"Grace Community Church C&MA","MidAmerica District C&MA",310080,5419399,prmagstadt@yahoo.com,Completed,Y
"Grace Community Fellowship","MidAmerica District C&MA",310102,5419481,living2tell@hotmail.com,Completed,Y
"Grace Crossing","Ohio Valley District C&MA",305720,2821798,clayhousepratts@gmail.com,"Not Started",N
"Grace Emmanuel Tabernacle","The Alliance Southeast",785042,4212335,rev.gandy.lucien@gmail.com,Completed,Y
"Grace en Espanol Church of the C&MA","Central District C&MA",781503,0339035,,"Not Started",N
"Grace Evangelical Church","Vietnamese District C&MA",313246,8906559,minhdnguyen45@gmail.com,Completed,N
"Grace Evangelical Church Houston of the C&MA","Vietnamese District C&MA",779869,8948015,,"Not Started",N
"Grace Fellowship Chapel C&MA","Metropolitan District C&MA",302337,1234647,info@gfcnj.com,Completed,Y
"Grace Fellowship Church","The Alliance Midwest District",314283,1817563,gracefellowshipmattoon@gmail.com,Completed,Y
"Grace Haitian Alliance Church","The Alliance Midwest District",303220,1817260,jlilite@hotmail.com,"Not Started",N
"Grace Hmong Alliance Church","Hmong District C&MA",312475,7355400,bookkeeper@ghalliance.org,Completed,Y
"Grace Montagnard Alliance Church","The Alliance South",730968,3637026,,Completed,N
"Grace Montagnard Fellowship Church","Alliance South Central",309595,4848189,ruklypuih@yahoo.com,Completed,Y
"Grace New Generation Alliance Church","Great Lakes District C&MA",314414,1026110,pastor@detroitgrace.org,Completed,Y
"Grace Of God Alliance Church","Central Pacific District C&MA",346354,0606004,office@ggac-cma.org,Completed,Y
"Grace Point Alliance","Northeastern District C&MA",710044,2436015,patrick@gracepointalliance.com,Completed,Y
"Grand Rapids Alliance Church","North Central District C&MA",304935,2727187,graccma@msn.com,Completed,Y
"Grandview Alliance Church","Western PA District C&MA",311073,5742285,grandviewalliancechurch1102@gmail.com,Completed,Y
"Gray C&MA Church","Western PA District C&MA",311117,5742330,,Completed,Y
"Grays Harbor C&MA Church","Alliance Northwest District C&MA",306292,3053020,graysharborcma@msn.com,Completed,Y
"Great Commission Bible Church","Ohio Valley District C&MA",776759,2839022,delaynorobinson@fuse.net,Completed,N
"Great Commission Community Church","Mid-Atlantic District C&MA",302841,1511702,admin@greatcommissioncc.org,Completed,Y
"Great Commission Fellowship","Central District C&MA",300601,0354150,pastor@wv4jesus.org,Completed,Y
"Greater Boston Chinese Alliance Church","Alliance New England",303910,2125080,gbcac.church@gmail.com,Completed,Y
"Greater Lafayette Chinese Alliance","The Alliance Midwest District",303617,1818805,,Completed,Y
"Green Bay Hmong Alliance Church","Hmong District C&MA",312452,7355250,,Completed,Y
"Green Community Church","Alliance Northwest District C&MA",755098,3041005,debbie@greencommunitychurch.com,Completed,Y
"Green Mountain Chapel C&MA","Alliance New England",304111,2150100,gmcbratt@gmail.com,Completed,Y
"Green Mountain Community C&MA Church","Alliance New England",304157,2150500,pastor_gmcac@comcast.net,Completed,Y
"Green River Alliance Church","Rocky Mountain District C&MA",307215,3356270,kbatson@greenriveralliance.org,Completed,Y
"Greene Alliance Church","Northeastern District C&MA",304393,2436300,donninajones1@gmail.com,Completed,Y
"Greenfield Vietnamese Alliance Church","Vietnamese District C&MA",313221,8904200,msdungdang@yahoo.com,"Not Started",N
"Greenhouse Church","Ohio Valley District C&MA",305902,2839517,brianpelphrey@greenhousemiamisburg.org,Completed,N
"Greenhouse Community Church","Alliance South Central",309621,4848376,office@greenhousecma.org,Completed,Y
"Greensboro Alliance Church","Vietnamese District C&MA",313399,8937600,chau_manh_cuong@yahoo.com,"Not Started",N
"Greensburg C&MA Church","Western PA District C&MA",311120,5742335,churchoffice.gac@gmail.com,Completed,Y
"Greensburg Road C&MA Church","Western PA District C&MA",311326,5742545,stanleyjjack@hotmail.com,Completed,Y
"Greenview Alliance Church","Eastern PA District C&MA",301705,0942740,greenviewalliance@comcast.net,Completed,Y
"Greenville C&MA Church","Western PA District C&MA",311132,5742345,info@greenvillealliancechurch.org,Completed,Y
"Greybull Alliance Church","Rocky Mountain District C&MA",307221,3356342,office@greybullcma.org,Completed,Y
"Groton C&MA Church","North Central District C&MA",305489,2746160,grotonalliance@gmail.com,Completed,Y
"Grove City C&MA Church","Western PA District C&MA",311138,5742350,GCAC@zoominternet.net,Completed,Y
"Guam Christian Alliance Church","Central Pacific District C&MA",774609,0661010,,Completed,Y
"Hacienda Heights CEC","South Pacific Alliance",311752,3906135,Paul_Kham@yahoo.com,Completed,Y
"Haitian Alliance Church of Naples","The Alliance Southeast",314361,4212466,dqracine@yahoo.com,Completed,Y
"Haitian Evangelical Community Church","The Alliance South",755615,3637024,haitianschurch@ymail.com,Completed,N
"Hallelujah Church of New York","Korean District C&MA",753498,7836010,pastorJamesHan1028@gmail.com,Completed,Y
"Hallelujah Worship Center","The Alliance Southeast",308767,4212434,georgemckain7@gmail.com,Completed,Y
"Hamilton Alliance Church","The Alliance South",309197,3601370,chaswig@gmail.com,Completed,N
"Hamlet Union Church","MidAmerica District C&MA",310382,5431265,secretary@hamletunionchurch.org,Completed,Y
"Harrisburg Chinese Alliance Church","Eastern PA District C&MA",301413,0942297,hcac@harrisburgcac.org,Completed,Y
"Harvest Alliance Church","MidAmerica District C&MA",310100,5419475,hacminden@gmail.com,Completed,Y
"Harvest Community Church","Central District C&MA",314811,0354295,bpump@comcast.net,Completed,Y
"Harvest Lane Alliance Church","Great Lakes District C&MA",302135,1039745,harvestlanecma@gmail.com,Completed,Y
"Harvest View Alliance Church","MidAmerica District C&MA",781616,5408024,matt@harvestviewgj.com,Completed,Y
HarvestDowntown,"MidAmerica District C&MA",309886,5408360,thechurch@harvestdowntown.org,Completed,Y
"Haven Missionary Christian Church Inc","The Alliance Midwest District",724536,1818013,bettymib@aol.com,"Not Started",N
"Hawaii Harvest Chinese Christian Alliance Church","Central Pacific District C&MA",778720,0615010,,Completed,Y
"Hawaii Kai Community Church","Central Pacific District C&MA",301134,0615050,analu777@hawaiiantel.net,Completed,Y
"Hawley Alliance Church of the C&MA","North Central District C&MA",304946,2727195,office@hawleyalliance.org,Completed,Y
"Hayes Center Community Church","MidAmerica District C&MA",764159,5431019,walkermj1999@live.com,Completed,Y
"Heartland Church of the C&MA","Central District C&MA",314662,0339405,heartland@heartlandlex.com,Completed,Y
"Heavenly Spring Church of New York","Korean District C&MA",312698,7836327,peterminn@yahoo.com,Completed,N
"Helena Alliance Church","Rocky Mountain District C&MA",307021,3330377,helenacma@hotmail.com,Completed,Y
"Henry Chapel at Chapel Pointe","Eastern PA District C&MA",301324,0942132,smotter@chapelpointe.org,Completed,Y
"Heritage Bible Church","The Alliance Southeast",309304,4212579,office@heritagebiblechurch.net,Completed,Y
"Hibbing Alliance Church","North Central District C&MA",304952,2727210,hac@hibbingalliance.org,Completed,Y
"Hidden Creek Community Church","Alliance Northwest District C&MA",306455,3053500,TheOffice@HiddenCreek.org,Completed,Y
"Higher Life Fellowship","Alliance South Central",321935,4840012,jacobkswon@gmail.com,Completed,Y
"Highway International Christian Fellowship","Central Pacific District C&MA",300724,0606126,serna.p@sbcglobal.net,Completed,Y
"Hillcrest Alliance Church","Central Pacific District C&MA",300835,0606437,bruceplanet@hotmail.com,Completed,Y
"Hillside Alliance Church","Rocky Mountain District C&MA",306938,3330044,jeremiah.d.thompson@gmail.com,Completed,Y
"Hillside Alliance Church","Central Pacific District C&MA",300750,0606207,,Completed,Y
"Hillside Alliance Church","Northeastern District C&MA",304413,2436340,scafields@juno.com,Completed,Y
"Hillside Chapel","Ohio Valley District C&MA",305815,2839220,slusk@hillsidecma.org,Completed,N
"Hillside Community Church","South Pacific Alliance",308377,3906825,office@hillsidechurch.com,Completed,Y
"Hillside Community Church","The Alliance Southeast",308773,4212456,secretary@minneolacma.com,Completed,Y
"Hillside Community Church","North Central District C&MA",305525,2746532,office@hccvermillion.com,Completed,Y
"Hilltop Community C&MA Church","Western PA District C&MA",311563,5742738,alvinjr1953@yahoo.com,Completed,Y
"His Church of Los Angeles","Korean District C&MA",745695,7806028,sydavidkim@hotmail.com,Completed,Y
"Historic St Andrews Church","The Alliance Southeast",309295,4212235,rduncan@historicstandrewchurch.com,Completed,Y
"Hmong Alliance Church","Hmong District C&MA",312178,7306300,hacfresno@hotmail.com,Completed,Y
"Hmong Alliance Church","Hmong District C&MA",312490,7355800,hmong_ac@hotmail.com,Completed,Y
"Hmong Alliance Church","Hmong District C&MA",312307,7319400,DSMHAC@gmail.com,Completed,Y
"Hmong Alliance Church","Hmong District C&MA",312340,7327525,kuetaylor@yahoo.com,Completed,Y
"Hmong Alliance Church of Chico","Hmong District C&MA",312169,7306200,chongzyang@yahoo.com,Completed,Y
"Hmong Alliance Fellowship","Hmong District C&MA",312386,7337300,los.60kxy@gmail.com,Completed,Y
"Hmong Alliance Fellowship","Hmong District C&MA",312374,7331525,cvang@cox.net,Completed,Y
"Hmong American Alliance Church","Hmong District C&MA",312361,7327850,1988haac@gmail.com,Completed,Y
"Hmong C&MA Church of Stockton","Hmong District C&MA",312235,7306865,numyeekhang@comcast.net,Completed,Y
"Hmong Christian Alliance Church","Hmong District C&MA",312282,7313800,alliancechurch496@gmail.com,Completed,Y
"Hmong Christian Fellowship of the C&MA","Hmong District C&MA",312322,7325800,fitchalliance@yahoo.com,Completed,Y
"Hmong Community Alliance Church","Hmong District C&MA",312344,7327600,hcac2014@gmail.com,Completed,Y
"Hmong Community Alliance Church","Hmong District C&MA",312174,7306250,bkyaaj@hotmail.com,Completed,Y
"Hmong Faith Alliance Church","Hmong District C&MA",312457,7355270,drxeev09@gmail.com,Completed,Y
"Hmong Family Community Alliance Church","Hmong District C&MA",325594,7306780,,Completed,Y
"Hmong Hope Church of the C&MA","Hmong District C&MA",312304,7318100,Teng_Yang@irco.com,Completed,Y
"Hmong Menomonie Alliance Church","Hmong District C&MA",312472,7355375,cheufue@yahoo.com,Completed,Y
"Hmong New Hope Alliance Church","Hmong District C&MA",312276,7313200,service@hmongnewhope.org,Completed,Y
"Hmong Oklahoma Alliance of the C&MA","Hmong District C&MA",773913,7340007,Hmongokac@gmail.com,Completed,Y
"Hmong Seattle Alliance Church","Hmong District C&MA",312434,7353800,hmongseattleac@gmail.com,Completed,Y
"Holliday Alliance Church","Eastern PA District C&MA",301433,0942320,hollidaycma@epix.net,Completed,Y
"Hollidaysburg C&MA Church","Western PA District C&MA",311154,5742365,jeffjokiel@gmail.com,Completed,Y
"Hollis Community Church of the C&MA","Alliance Northwest District C&MA",306029,3002240,hollisbiblechurch@aptalaska.net,"Not Started",N
"Holly Park Community Church C&MA","Alliance Northwest District C&MA",306503,3053638,hpcc5530@gmail.com,Completed,Y
